platform,type,title,director,cast,country,release_year,rating,duration_minutes,num_seasons,genres,keywords,data_quality
Netflix,Movie,Chhota Bheem aur Krishna,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Arun Shekher, Sanchit Wartak",India,2009,Kids,68,,Children & Family Movies,chhota bheem aur krishna children family chilaka,high
Netflix,Movie,Chhota Bheem aur Krishna vs Zimbara,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",,2013,Kids,64,,Children & Family Movies,chhota bheem aur krishna zimbara children family chilaka,high
Netflix,Movie,Chhota Bheem in African Safari,Binayak Das,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rajesh Kava",,2015,Kids,62,,Children & Family Movies,chhota bheem african safari children family das,high
Netflix,Movie,Chhota Bheem: Bheem vs Aliens,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",,2010,Kids,69,,"Children & Family Movies, Sports Movies",chhota bheem aliens children family sports chilaka,high
Netflix,Movie,Chhota Bheem: Dholakpur to Kathmandu,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",,2012,Kids,70,,Children & Family Movies,chhota bheem dholakpur kathmandu children family chilaka,high
Netflix,Movie,Chhota Bheem: Dus Pe Dus,"Rajiv Chilaka, Owll Mina","Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",,2014,Kids,63,,Children & Family Movies,chhota bheem dus children family mina,high
Netflix,Movie,Chhota Bheem: Journey to Petra,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava",,2011,Kids,68,,Children & Family Movies,chhota bheem journey petra children family chilaka,high
Netflix,Movie,Chhota Bheem: Master of Shaolin,Rajiv Chilaka,"Pooja Punabi, Mausam, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Parigna Pandya",,2011,Kids,74,,Children & Family Movies,chhota bheem master shaolin children family chilaka,high
Netflix,Movie,Chhota Bheem: The Rise of Kirmada,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",,2012,Kids,68,,Children & Family Movies,chhota bheem rise kirmada children family chilaka,high
Amazon Prime,Movie,Chhote Ustaad-Precaution is better than cure,Sanjay Kumar Bharti,"Jyoti Kalash Ias, Sandeep, Anuwansh Sharma, Fr. Stanley K, Reema Ojha, Meenu, Nikhil Sahu, Bhopal Singh, Vijay Yadav, Sagar, Sohit Sony",,2021,Teen,124,,Drama,chhote ustaad precaution better than cure drama bharti,high
Amazon Prime,Movie,Chhoti Bahu,K.B. Tilak,"Rajesh Khanna, Sharmila Tagore, Nirupa Roy, I.S. Johar, Shashikala, Mehmood Jr., Tarun Bose, Shivraj, Paidi Jairaj, Satyendra Kapoor, Madhumati, Jayshree T., Moolchand, Sarika",,1971,General,137,,"Drama, Kids",chhoti bahu drama kids tilak,high
Amazon Prime,Movie,Chhoto Bou,Anjan Choudhury,"Prosenjit Chatterjee, Devika Mukherjee, Ranjit Mallick, Sandhya Roy, Soham Chakraborty, Kali Banerjee, Meenakshi Goswami, Sanghamitra Bandyopadhyay, Ratna Ghoshal, Nimu Bhowmick",,1988,Teen,136,,Drama,chhoto bou drama choudhury,high
Amazon Prime,TV Show,Chi's Sweet Adventure,,"Maaya Sakamoto, Makoto Yasumura, Rikiya Koyama, Satomi Kohrogi, Ryoko Shiraishi",,2018,General,,2,"Anime, International, Kids",chi sweet adventure anime kids,high
Amazon Prime,Movie,Chi-Town,Nick Budabin,Keifer Sykes,,2019,Teen,80,,"Documentary, Special Interest, Sports",chi town documentary special interest sports budabin,high
Amazon Prime,Movie,Chiara Ferragni: Unposted (4K UHD) - [English Dubbed,Elisa Amoruso,Chiara Ferragni,,2019,General,89,,Documentary,chiara ferragni unposted uhd english dubbed documentary amoruso,high
Amazon Prime,Movie,Chiara Ferragni: Unposted [English Dubbed,Elisa Amoruso,Chiara Ferragni,,2019,Adult,89,,Documentary,chiara ferragni unposted english dubbed documentary amoruso,high
Amazon Prime,Movie,Chiara Ferragni: Unposted [English Subbed,Elisa Amoruso,Chiara Ferragni,Italy,2019,Adult,88,,Documentary,chiara ferragni unposted english subbed documentary amoruso,high
Hulu,TV Show,Chicago Fire,,,United States,2012,Teen,,1,"Action, Drama",chicago fire action drama,medium
Amazon Prime,Movie,Chicago Massacre,Michael Feifer,"Corin Nemec, Amy Lyndon",,2007,Adult,92,,"Documentary, Drama",chicago massacre documentary drama feifer,high
Hulu,TV Show,Chicago Med,,,United States,2015,Teen,,1,"Drama, Romance",chicago med drama romance,medium
Netflix,TV Show,Chicago Med,,"Colin Donnell, Torrey Devitto, Oliver Platt, S. Epatha Merkerson, Nick Gehlfuss, Yaya Dacosta, Laurie Holden",United States,2019,Teen,,5,Tv Dramas,chicago med dramas,high
Amazon Prime,Movie,Chicago Overcoat,Brian Caunter,"Frank Vincent, Kathrine Narducci, Mike Starr, Stacy Keach, Armand Assante",,2019,Teen,94,,"Action, Drama, Suspense",chicago overcoat action drama suspense caunter,high
Hulu,TV Show,Chicago P.D.,,,United States,2013,Teen,,1,"Action, Crime, Drama",chicago action crime drama,medium
Netflix,TV Show,Chicago Party Aunt,,"Lauren Ash, Rory O'Malley, Rupaul Charles, Jill Talley, Ike Barinholtz, Jon Barinholtz, Matthew Craig, Bob Odenkirk, Mike Hagerty, Katie Rich, Chris Witaske",,2021,Adult,,1,Tv Comedies,chicago party aunt comedies,high
Netflix,TV Show,Chicago Typewriter,,"Yoo Ah-In, Im Soo-Jung, Ko Kyoung-Pyo, Kwak Si-Yang, Jo Woo-Jin, Yang Jin-Sung, Jeon Soo-Kyeong, Ji Dae-Han, Chun Ho-Jin",South Korea,2017,Teen,,1,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",chicago typewriter korean romantic,high
Amazon Prime,Movie,Chick Fight,Paul Leyden,"Malin Akerman, Bella Thorne, Alec Baldwin, Dulcé Sloan, Kevin Connolly, Fortune Feimster, Kevin Nash",,2020,Adult,97,,"Comedy, Drama",chick fight comedy drama leyden,high
Hulu,Movie,Chicken Girls,,,United States,2017,Unrated,,,"Drama, Kids, Teen",chicken girls drama kids teen,medium
Netflix,Movie,Chicken Kokkachi,Anuranjan Premji,"Anuranjan Premji, Indrans, Dharmajan Bolgatty, Sudhi Koppa, Bijukuttan, Neha Rathanakaran, Prasanth",India,2017,Teen,113,,"Comedies, International Movies",chicken kokkachi comedies premji,high
Netflix,Movie,Chicken Little,Mark Dindal,"Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn",United States,2005,General,82,,"Children & Family Movies, Comedies",chicken little children family comedies dindal,high
Amazon Prime,Movie,Chicken People,Nicole Lucas Haimes,"Brian Caraker, Brian Knox, Shari Mccollough",United States,2016,Teen,83,,"Documentary, Special Interest",chicken people documentary special interest haimes,high
Netflix,TV Show,Chicken Soup for the Soul's Being Dad,,,United States,2018,Adult,,1,Docuseries,chicken soup soul being dad docuseries,medium
Disney+,TV Show,Chicken Squad,,"Ramone Hamilton, Gabriella Graves, Maxwell Simkins, Yvette Nicole Brown",United States,2021,Kids,,1,"Animation, Kids, Police/Cop",chicken squad animation kids police cop,high
Amazon Prime,Movie,Chicky - I love Chicky Valentine's Special Pt.1 - & More Kids Cartoons,William Hoareau,,,2020,General,19,,"Animation, Kids",chicky love valentine special more kids cartoons animation hoareau,high
Amazon Prime,Movie,Chicky - I love Chicky Valentine's Special Pt.2 - & More Kids Cartoons,William Hoareau,,,2020,General,22,,"Animation, Kids",chicky love valentine special more kids cartoons animation hoareau,high
Netflix,Movie,Chico Bon Bon and the Very Berry Holiday,Darragh O'Connell,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Emma Sloan Jacobs, Joanna Lewis, Matt Mercer, Ian Nikus",,2020,Kids,25,,Children & Family Movies,chico bon very berry holiday children family o'connell,high
Netflix,TV Show,Chico Bon Bon: Monkey with a Tool Belt,,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Roberta Lemons, Cole Seaver",United States,2020,Kids,,4,Kids' Tv,chico bon monkey tool belt kids,high
Amazon Prime,Movie,Chidambaram Railway Gate,Sivabalan,"Mahendran, Anbu Mayilsamy",,2021,General,108,,"Action, Drama, Romance",chidambaram railway gate action drama romance sivabalan,high
Netflix,Movie,Chief Daddy,Niyi Akinmolayan,"Taiwo Obileye, Joke Silva, Falz The Bahd Guy, Dakore Akande, Funke Akindele, Zainab Balogun, Shaffy Bello, Ini Edo, Linda Ihuoma-Suleiman, Mawuli Gavor, Richard Mofe-Damijo, Rachael Oniga, Nkem Owoh, Patience Ozokwor",Nigeria,2018,Adult,98,,"Comedies, Dramas, International Movies",chief daddy comedies dramas akinmolayan,high
Netflix,TV Show,Chief of Staff,,"Lee Jung-Jae, Shin Mina, Lee Elijah, Kim Dong-Jun, Jung Jin-Young, Kim Kap-Soo, Jung Woong-In, Im Won-Hee, Kim Hong-Pa",South Korea,2019,Teen,,2,"International Tv Shows, Korean Tv Shows, Tv Dramas",chief staff korean dramas,high
Amazon Prime,Movie,Chikati Gadilo Chithakotudu,Santosh P Jayakumar,"Arun Adith, Hemanth, Nikki Tamboli, Bhagyashree Mote",,2019,Adult,107,,"Comedy, International",chikati gadilo chithakotudu comedy jayakumar,high
Amazon Prime,Movie,Chikati Kathalu,Siripuram Rajesh,"Kalyani ( Lead ), Nagi Reddy, Harsha, Pranay, Vinay, Suman, Shiva",,2021,Adult,28,,Drama,chikati kathalu drama rajesh,high
Amazon Prime,TV Show,Child Genius,,"Leland Melvin, Arnav Krishna",,2016,PG,,2,"Documentary, Drama, Kids",child genius documentary drama kids,high
Amazon Prime,Movie,Child Support,Beasy Jones,"Tristin Fazekas, Crystal The Doll, Daris (Dw) Bass, Tory Monay, Indigo Holiday, Marcus (J-Boy) Jenkins, Kaydence Alise Meeks",,2020,Adult,83,,"Comedy, Drama",child support comedy drama jones,high
Amazon Prime,Movie,Child in the Night,Mike Robe,"Jobeth Williams, Tom Skerritt, Season Hubley, Mike Pniewski, Elijah Wood, Darren Mcgavin",,1990,Teen,95,,"Drama, Suspense",child night drama suspense robe,high
Amazon Prime,Movie,Child's Play,Sidney Lumet,"Beau Bridges, James Mason, Robert Preston",,1972,Teen,100,,Drama,child play drama lumet,high
Hulu,Movie,Child's Play,,,"Canada, United States",2019,Adult,90,,"Horror, Thriller",child play horror thriller,medium
Netflix,Movie,Child's Play,Tom Holland,"Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder",United States,1988,Adult,87,,"Cult Movies, Horror Movies",child play cult horror holland,high
Netflix,TV Show,Children of Adam,,"Maguy Bou Ghosn, Daniella Rahme, Maxim Khalil, Qays Sheikh Najib, Mohamed Yaghy, Rodney Haddad, Nada Abou Farhat",Lebanon,2020,Teen,,1,"International Tv Shows, Tv Dramas, Tv Thrillers",children adam dramas thrillers,high
Amazon Prime,TV Show,Children of Giant,,,,2015,PG,,1,Special Interest,children giant special interest,medium
Netflix,Movie,Children of God,John Smithson,,United Kingdom,1994,Adult,63,,Documentaries,children god documentaries smithson,high
Amazon Prime,Movie,Children of a Lesser God,Randa Haines,"William Hurt, Marlee Matlin, Piper Laurie, Philip Bosco",,1986,Adult,119,,"Arthouse, Drama",children lesser god arthouse drama haines,high
Amazon Prime,Movie,Children of the Corn,Fritz Kiersch,"Peter Horton, Linda Hamilton",,1984,Adult,92,,Horror,children corn horror kiersch,high
Amazon Prime,Movie,Children of the Night,Tony Randel,"Karen Black, Peter Deluise, Ami Dolenz",,1991,Adult,91,,Horror,children night horror randel,high
Netflix,Movie,Children of the Sea,Ayumu Watanabe,"Mana Ashida, Hiiro Ishibashi, Seishu Uragami, Win Morisaki, Goro Inagaki, Yu Aoi, Toru Watanabe, Min Tanaka, Sumiko Fuji","Japan, United States",2019,PG,112,,"Anime Features, International Movies",children sea anime features watanabe,high
Netflix,TV Show,Children of the Whales,,"Natsuki Hanae, Manaka Iwami, Yuuichirou Umehara, Nobunaga Shimazaki, Mikako Komatsu, Daiki Yamashita, Hiroshi Kamiya",Japan,2017,Teen,,1,"Anime Series, International Tv Shows",children whales anime,high
Amazon Prime,TV Show,Children's Favorite Fairy Tales and Nursery Rhymes,,,,2016,General,,1,"Animation, Kids",children favorite fairy tales nursery rhymes animation kids,medium
Hulu,TV Show,Childrens Hospital,,,,2010,Teen,,7,"Comedy, Sitcom",childrens hospital comedy sitcom,medium
Netflix,TV Show,Chill with Bob Ross,,Bob Ross,,1994,General,,1,Tv Shows,chill bob ross,high
Netflix,Movie,Chillar Party,"Vikas Bahl, Nitesh Tiwari","Irfan Khan, Raju, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari, Chinmai Chandranshuh, Vedant Desai, Shriya Sharma, Divji Handa",India,2011,PG,127,,"Children & Family Movies, Comedies, Dramas",chillar party children family comedies dramas tiwari,high
Netflix,TV Show,Chilling Adventures of Sabrina,,"Kiernan Shipka, Ross Lynch, Miranda Otto, Lucy Davis, Chance Perdomo, Michelle Gomez, Richard Coyle, Jaz Sinclair, Lachlan Watson, Tati Gabrielle, Adeline Rudolph, Abigail Cowen, Gavin Leatherwood, Bronson Pinchot",United States,2020,Teen,,4,"Tv Horror, Tv Mysteries, Tv Sci-Fi & Fantasy",chilling adventures sabrina horror mysteries sci fantasy,high
Netflix,Movie,China Salesman,Tan Bing,"Li Dong Xue, Mike Tyson, Steven Seagal, Janicke Askevold, Li Ai, Eriq Ebouaney, Clovis Fouin, Wang Zijian",China,2017,Adult,111,,"Action & Adventure, International Movies",china salesman action adventure bing,high
Amazon Prime,Movie,China's New Silk Road,ELVIRE BERAHYA LAZARUS,,,2019,Kids,53,,"Documentary, Special Interest",china new silk road documentary special interest lazarus,high
Hulu,Movie,China: The Panda Adventure,,,United States,2001,Unrated,49,,Drama,china panda adventure drama,medium
Amazon Prime,Movie,Chinese Box,Wayne Wang,"Jeremy Irons, Gong Li",,1998,Adult,99,,Romance,chinese box romance wang,high
Amazon Prime,Movie,Chinese Speaking Vampires,Randy Kent,"Davy Williams, Chris Cleveland, Crystal Huang, Jerimiyah Dunbar, June Lee, Raven Armando Astone",,2021,Adult,81,,"Action, Horror",chinese speaking vampires action horror kent,high
Netflix,Movie,Chingo Bling: They Can't Deport Us All,Luis Lopez,Chingo Bling,,2017,Adult,63,,Stand-Up Comedy,chingo bling can deport all stand comedy lopez,high
Amazon Prime,Movie,Chinna Chinni Asha,"Bharath Kumar Pathipati, Raja Lakkapragada","Deepak Yellapragada, Srisubha Addepalli, Bharath Kumar Pathipati, Vinod Muduchuru, Sitaram Lakkapragada, Shiva Kiran, Gurucharan Paduchuri, Siddeshwar, Naveen Gowda, Prathima Srinivas, Murali Krishna Gunnam",,2021,Teen,76,,"Drama, Romance",chinna chinni asha drama romance lakkapragada,high
Amazon Prime,Movie,Chinnanjiru Kiliye,Sabarinathan Muthupandian,"Prasanna Venkatesan, Sandra Nair",,2021,Teen,120,,"Drama, Romance",chinnanjiru kiliye drama romance muthupandian,high
Disney+,TV Show,Chip 'n Dale's Rescue Rangers,,"Corey Burton, Peter Cullen, Jim Cummings, Tress Macneille","China, Japan, South Korea, Taiwan, United Kingdom, United States",1989,General,,1,"Action-Adventure, Animation, Comedy",chip dale rescue rangers action adventure animation comedy,high
Disney+,TV Show,Chip 'n' Dale: Park Life,,"Matthew Géczy, Kaycie Chase, Bill Farmer, Sylvain Caruso",,2021,Kids,,1,"Animation, Buddy, Comedy",chip dale park life animation buddy comedy,high
Disney+,Movie,Chip an' Dale,Jack Hannah,,United States,1947,General,7,,"Animation, Comedy, Family",chip dale animation comedy family hannah,high
Netflix,TV Show,Chip and Potato,,"Abigail Oliver, Andrea Libman, Briana Buckmaster, Brian Dobson, Chance Hurstfield, Dominic Good, Emma Jayne Maas, Evan Byarushengo, Scotia Anderson, Alessandro Juliani","Canada, United Kingdom",2019,Kids,,2,Kids' Tv,chip potato kids,high
Netflix,Movie,Chippa,Safdar Rahman,"Sunny Pawar, Chandan Roy Sanyal, Gautam Sarkar, Sumeet Thakur, Mala Mukherjee, Masood Akhtar, Veer Rajwant Singh, Joyraj Bhattacharya",India,2020,Teen,92,,"Comedies, Dramas, Independent Movies",chippa comedies dramas independent rahman,high
Hulu,TV Show,Chiquis 'n Control,,,United States,2012,PG,,1,"Latino, Music, Reality",chiquis control latino music reality,medium
Amazon Prime,Movie,Chiriakhana,Satyajit Ray,"Uttam Kumar, Kanika Mozumdar, Shubhendu Chattopadhyay, Chinmoy Roy, Nripati Chatterjee, Shekhar Chatterjee, Bankim Ghosh, Jahar Ganguly",,1967,Teen,127,,Drama,chiriakhana drama ray,high
Amazon Prime,Movie,Chisholm '72: Unbought & Unbossed,Shola Lynch,"Shirley Chisholm, Ronald V. Dellums, Barbara Lee",,2004,Teen,76,,Documentary,chisholm unbought unbossed documentary lynch,high
Amazon Prime,Movie,Chitralahari,Kishore Tirumala,"Sai Dharam Tej, Kalyani Priyadarshin, Nivetha Pethuraj",,2019,General,119,,"Drama, International",chitralahari drama tirumala,high
Netflix,Movie,Chittagong,Bedabrata Pain,"Manoj Bajpayee, Barry John, Delzad Hiwale, Vega Tamotia, Nawazuddin Siddiqui, Rajkummar Rao, Jaideep Ahlawat, Vijay Varma, Dibyendu Bhattacharya","Bangladesh, India, United States",2012,Unrated,105,,"Dramas, Independent Movies, International Movies",chittagong dramas independent pain,high
Amazon Prime,Movie,Chittibabu,Ajay Koundinya,"Sree Sai Jaswanth, Renu, Sandya, Vijayakumar, Laxmi",,2021,Adult,112,,Drama,chittibabu drama koundinya,high
Netflix,Movie,Chitty Chitty Bang Bang,Ken Hughes,"Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fröbe, Anna Quayle, Benny Hill, James Robertson Justice, Robert Helpmann, Heather Ripley, Adrian Hall, Barbara Windsor, Davy Kaye, Alexander Doré, Bernard Spear, Stanley Unwin","United Kingdom, United States",1968,General,146,,"Children & Family Movies, Classic Movies, Comedies",chitty bang children family classic comedies hughes,high
Hulu,TV Show,Chivalry of a Failed Knight,,,Japan,2015,Adult,,1,"Action, Adventure, Anime",chivalry failed knight action adventure anime,medium
Amazon Prime,TV Show,Chivas: El Rebaño Sagrado,,,,2021,Teen,,1,"Documentary, Sports, Unscripted",chivas reba sagrado documentary sports unscripted,medium
Netflix,Movie,Chloe,Atom Egoyan,"Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot, R.H. Thomson, Nina Dobrev, Laura De Carteret, Mishu Vellani","Canada, France, United States",2009,Adult,96,,"Independent Movies, Thrillers",chloe independent thrillers egoyan,high
Netflix,TV Show,Chocolate,,"Ha Ji-Won, Yoon Kye-Sang, Jang Seung-Jo, Kang Bu-Ja, Lee Jae-Ryong, Min Jin-Woong, Kim Won-Hae, Yoo Teo",South Korea,2019,Teen,,1,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",chocolate korean romantic,high
Amazon Prime,Movie,Chocolate City,Jean-Claude La Marre,"Robert Ri'Chard, Tyson Beckford, Deray Davis, Imani Hakim, Darrin Dewitt Henson",United States,2015,Adult,91,,Drama,chocolate city drama marre,high
Netflix,Movie,Chocolate City: Vegas Strip,Jean-Claude La Marre,"Robert Ri'Chard, Darrin Dewitt Henson, Ginuwine, Gilbert Saldivar, Keith Carlos, Michael Bolwaire, Willie Taylor, Michael Jai White, Vivica A. Fox, Mekhi Phifer",United States,2017,Adult,90,,Dramas,chocolate city vegas strip dramas marre,high
Amazon Prime,Movie,Chocolate Kiss,"Melissa Talbot, Mike Jeffers","Ed Donaldson, Kristin Clarke, Jenia Head, Shatyrah Dexter",,2020,Teen,89,,"Comedy, Romance",chocolate kiss comedy romance jeffers,high
Amazon Prime,Movie,Choices,"Rami Alon, Silvio Narizzano","Val Avery, George Barrows, Christopher Blande, Pat Buttram, Paul Carafotes, Victor French, Lelia Goldoni, Sonny Gordon, Art Kimbro, Demi Moore, William R. Moses, Bryon Murrow, Stephen Nichols, Dennis Patrick, Don Stark",,1982,Unrated,93,,Drama,choices drama narizzano,high
Netflix,Movie,Choked: Paisa Bolta Hai,Anurag Kashyap,"Saiyami Kher, Roshan Mathew, Amruta Subhash, Upendra Limaye, Tushar Dalvi, Rajshri Deshpande, Vaisnavi Rp, Uday Nene, Parthveer Shukla, Sanjay Bhatia, Aditya Kumar, Milind Pathak",India,2020,Teen,114,,"Dramas, International Movies",choked paisa bolta hai dramas kashyap,high
Amazon Prime,Movie,Chonda Pierce: Laughing in the Dark,Rick Altizer,"Chonda Pierce, David Pierce, Zachary Pierce",,2016,General,84,,Documentary,chonda pierce laughing dark documentary altizer,high
Amazon Prime,Movie,Choosi Choodangaane,Sesha Sindhu Rao,"Shiva Kandukuri, Varsha Bollamma, Malavika Satheesan, Pavitra Lokesh, Anish Yohan Kuruvilla",,2020,Teen,106,,Comedy,choosi choodangaane comedy rao,high
